epoch,f1-score,iou_score,loss,lr,val_f1-score,val_iou_score,val_loss
0,0.39894295,0.39291227,0.7196581876940198,1e-04,0.8475937247276306,0.8371861577033997,0.582581102848053
1,0.4097139,0.40376604,0.7132600247859955,1e-04,0.7285325527191162,0.720118522644043,0.623788595199585
2,0.37727734,0.37085724,0.7093725243100414,1e-04,0.6819593906402588,0.6733618378639221,0.680116593837738
3,0.40529895,0.39795783,0.7061212123544128,1e-04,0.6143491864204407,0.6052471995353699,0.7474125623703003
4,0.41813645,0.41034943,0.7030544361030614,1e-04,0.6098747253417969,0.5964612364768982,0.7557669281959534
5,0.44550288,0.4371365,0.6997890243375743,1e-04,0.6083593368530273,0.5910029411315918,0.6875261068344116
6,0.42599106,0.41600662,0.693892463489815,5e-06,0.6079254746437073,0.5895691514015198,0.6962887644767761
7,0.47320208,0.4628872,0.6920330245737676,5e-06,0.6065337061882019,0.5876161456108093,0.7001104950904846
8,0.49858677,0.48834908,0.6918700803761129,5e-06,0.6117138266563416,0.5910648107528687,0.699043333530426
9,0.49756294,0.48702127,0.6902082007792261,5e-06,0.6105478405952454,0.5894576907157898,0.7070467472076416
